Marinades,meat - fresh prcsd ml accmp,
American,meat - fresh prcsd cmplt mls,
Chilled R Complete Meal Centr,meat - fresh prcsd cmplt mls,
Chilled R Complete Vegetarian,veg - fresh prcsd ml accmp,
Chilled R Meal Cent Other Meat,meat - fresh prcsd cmplt mls,
Chilled R Meal Cent Other Poul,meat - fresh prcsd cmplt mls,
Chilled R Meal Cent Vegetable,veg - fresh prcsd ml accmp,
Chilled R Meal Cent Vegetarian,veg - fresh prcsd ml accmp,
Chilled R Ready To Breaded-Ki,meat - fresh prcsd cmplt mls,
Chilled R Ready To Complete M,meat - fresh prcsd cmplt mls,
Chilled R Ready To Meal Centr,meat - fresh prcsd cmplt mls,
Chilled R Ready To Other Meat,meat - fresh prcsd cmplt mls,
Chilled R Ready To Other Poul,meat - fresh prcsd cmplt mls,
Chilled R Ready To Vegetable,veg - fresh prcsd ml accmp,
Chilled R Ready To Vegetarian,veg - fresh prcsd ml accmp,
Chilled R Vegetable Vegetarian,veg - fresh prcsd ml accmp,
Chilled Re Breaded-Ki Chicken,meat - fresh prcsd cmplt mls,
Chilled Re Complete M Chicken,meat - fresh prcsd cmplt mls,
Chilled Re Meal Centr Chicken,meat - fresh prcsd cmplt mls,
Chilled Re Ready To C Chicken,meat - fresh prcsd cmplt mls,
Chilled Rea Meal Centr Turkey,meat - fresh prcsd cmplt mls,
Chilled Rea Ready To C Turkey,meat - fresh prcsd cmplt mls,
Chilled Rea Ready To Co Mixed,meat - fresh prcsd cmplt mls,
Chilled Read Complete Me Beef,meat - fresh prcsd cmplt mls,
Chilled Read Complete Me Fish,meat - fresh prcsd cmplt mls,
Chilled Read Complete Me Pork,meat - fresh prcsd cmplt mls,
Chilled Read Meal Centr Mixed,meat - fresh prcsd cmplt mls,
Chilled Read Ready To Co Beef,meat - fresh prcsd cmplt mls,
Chilled Read Ready To Co Fish,meat - fresh prcsd cmplt mls,
Chilled Read Ready To Co Lamb,meat - fresh prcsd cmplt mls,
Chilled Read Ready To Co Pork,meat - fresh prcsd cmplt mls,
Chilled Ready Breaded-Kievs/E,meat - fresh prcsd cmplt mls,
Chilled Ready Burger in a Bun,meat - fresh prcsd cmplt mls,
Chilled Ready Hot Eat Sandwic,meat - fresh prcsd cmplt mls,
Chilled Ready M Complete Meal,meat - fresh prcsd cmplt mls,
Chilled Ready Me Burger Bites,meat - fresh prcsd cmplt mls,
Chilled Ready Mea Meal Centre,meat - fresh prcsd cmplt mls,
Chilled Ready Meal Centr Beef,meat - fresh prcsd cmplt mls,
Chilled Ready Meal Centr Fish,meat - fresh prcsd cmplt mls,
Chilled Ready Meal Centr Lamb,meat - fresh prcsd cmplt mls,
Chilled Ready Meal Centr Pork,meat - fresh prcsd cmplt mls,
Chilled Ready Meal Crispbakes,meat - fresh prcsd cmplt mls,
Chilled Ready Meals Greek,meat - fresh prcsd cmplt mls,
Chilled Ready Meals Indian,meat - fresh prcsd cmplt mls,
Chilled Ready Vegetable Accom,veg - fresh prcsd ml accmp,
Chinese,meat - fresh prcsd cmplt mls,
English,meat - fresh prcsd cmplt mls,
Indian,meat - fresh prcsd cmplt mls,
Italian,meat - fresh prcsd cmplt mls,
Mexican,meat - fresh prcsd cmplt mls,
Chilled Rice Plain,rice+savoury noodles,
Chilled Rice Pouch,rice+savoury noodles,
Chilled Rice Savoury,rice+savoury noodles,
Chilled Salad Accomp Mynse,mayonnaise and salad cream,
Chilled Salad Accomp Sld Cream,mayonnaise and salad cream,
Chilled Salad Pourable Drsng,salad dressing,
Chilled Sausage Meat,meat - fresh primary,
Chilled V Meal Cent Vegetarian,vegetarian - frozen meat subs,
Chilled Vegeta Breaded-Kievs/E,vegetarian - frozen meat subs,
Chilled Vegeta Vegetable Accom,vegetarian - frozen meat subs,
Chilled Vegetarian Meal Centre,vegetarian - frozen meat subs,
Chilled Vgtrn Bites/Snacks,vegetarian - frozen meat subs,
Chilled Vgtrn Burgers+Grills,vegetarian - frozen meat subs,
Chilled Vgtrn Ingredients,vegetarian - frozen meat subs,
Chilled Vgtrn Sausages,vegetarian - frozen meat subs,
Other Meal Centres,vegetarian - frozen meat subs,
Chld Frankfurters/Continental,sausages - frnkfrtr/cntntl ssg,
Chilled Sandwich Filler,sandwich fillers,
Choc Biscs Uncoated Countlines,biscuits - chocolate bisc bars,
Chocolate Biscuit Bars,biscuits - chocolate bisc bars,
Bitesize,choc conf-bite size,
Chclte Conf Egg+Nvlty+Seasonal,choc conf-easter novelties,
Choc Confctnry Block Chocolate,choc conf-moulded chocolate,
Choc Confctnry Boxes+Gifting,choc conf-moulded chocolate,
Chocolate Conf Multipack Choco,choc conf-twst wrap assrtmnts,
Chocolate Conf Single Chocolat,choc conf-moulded chocolate,
Chocolate Confection Bitesize,choc conf-bite size,
Single Chocolate,choc conf-moulded chocolate,
Chocolate Spread,chocolate+sweet spreads,
Cider,alcohol-cider-all other types,
Cleaning Acces Cleaning Dish B,,
Cleaning Accesso Cleaning Mop,,
Cleaning Accessories,,
Cleaning All Purpose Cloth,,
Cleaning Dry Dust Remover,,
Cleaning Scouring Pads,,
Cleaning Sponges/Sponge,,
Clning Sponge Backed Scourers,,
Cold Can Chopped Ham+Pork,canned ham,
Cold Can Corned Beef,canned ham,
Cold Can Ham,canned ham,
Cold Can Luncheon Meats,canned ham,
Cold Can Meat All Other Types,canned ham,
Cold Can Meats Tongue,canned ham,
Cold Can Poultry Roll,canned ham,
Cold Canned Meat Non Barcode,canned ham,
Cold Sore Treatment,,
Blackcurrant Cold Treat Powder,,
Cold Sachet Treatments,,
Cold Treatment Apple+Cinnamon,,
Cold Treatment Capsule,,
Cold Treatment Honey+Ginger Po,,
Cold Treatment Hot Berry Fruit,,
Cold Treatment Tablet,,
Cold Treatment Wild Berry+Hot,,
Cold Treatments Berry Fruits,,
Cold Treatments Caplets,,
Cold Treatments Gel Capsules,,
Cold Trtmnt Lemon+Mnthl Pastle,,
Hny+Lmn Pwdr Cold Treatment,,
Liquid Cold Treatments,,
Lmn Pwdr Cold Treatments,,
Menthol Extra Cold Treatments,,
Nightime Liquid Cold Treatment,,
Syrup Cold Treatments,,
Tablets,,
Complete Ambient M Complete D,complete dry meals,
Complete Ambient M Meat Free,complete dry meals,
Complete Dry Ambient Mea Meat,complete dry meals,
Complete Dry Meals,complete dry meals,
Complete Dry Potatoes in Sauce,complete dry meals,
Confect+Other Choc Bisc,biscuits - chocolate bisc bars,
Confect+Other Chocolate Mallow,choc conf - other novelties,
Confect+Other Other Cnfctnry,choc conf - other novelties,
Confect. & Oth Savoury Snacks,savoury snacks,
Confect. & Other Other Sweet,sugar conf-candy,
Other Confec / Excludes,sugar conf-candy,
Savoury Snacks,sugar conf-candy,
Contact Lens Cleaners,,
Continental Meat,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Beef,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Chicken,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Chicken Ham,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Comminutes,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Continental Meat,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Corned Beef,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Duck,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Ham,cooked meat - slcd ham-prpckd,
Cooked Meats Meat Free Slices,meat-free sliced cooked meats,
Cooked Meats Other Sliced,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Pork,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Snack Products,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Tongue,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Turkey,cooked meat - slcd mt+plt-ppkd,
Cooked Meats Turkey/Chicken,cooked meat - slcd mt+plt-ppkd,
Ham,cooked meat - slcd ham-prpckd,
Chicken Breast,cooked meat - slcd mt+plt-ppkd,
Chicken Leg,cooked meat - slcd mt+plt-ppkd,
Cooked Poultry Chicken Breast,poultry - cooked primary,
Cooked Poultry Chicken Half,poultry - cooked primary,
Cooked Poultry Chicken Leg,poultry - cooked primary,
Cooked Poultry Chicken Mixed/O,poultry - cooked primary,
Cooked Poultry Chicken Roll/Ro,poultry - cooked primary,
Cooked Poultry Chicken Wings,poultry - cooked primary,
Cooked Poultry Duckling Pieces,poultry - cooked primary,
Cooked Poultry Mix Poultry Pcs,poultry - cooked primary,
Cooked Poultry Oth Poultry Pcs,poultry - cooked primary,
Cooked Poultry Rotisserie Chkn,poultry - cooked primary,
Cooked Poultry Turkey Pieces,poultry - cooked primary,
Cooked Poultry Turkey Roll/Rst,poultry - cooked primary,
Cooked Poultry Whole Poussin,poultry - cooked primary,
Cooked Poultry Whole Turkey,poultry - cooked primary,
Cooked Whole Chicken,poultry - cooked primary,
Cooked Whole Duck,poultry - cooked primary,
Cking Oils Extra Virgin Olive,cooking oils,
Cooking Oils Avacado Oil,cooking oils,
Cooking Oils Camelina Oil,cooking oils,
Cooking Oils Canola Oil,cooking oils,
Cooking Oils Chilli Oil,cooking oils,
Cooking Oils Chilli+Garlic Oil,cooking oils,
Cooking Oils Chilli+Rosemary O,cooking oils,
Cooking Oils Coconut Oil,cooking oils,
Cooking Oils Corn,cooking oils,
Cooking Oils Flaxseed Oil,cooking oils,
Cooking Oils Garlic Oil,cooking oils,
Cooking Oils Grapeseed,cooking oils,
Cooking Oils Groundnut/Peanut,cooking oils,
Cooking Oils Hazelnut,cooking oils,
Cooking Oils Light Olive,cooking oils,
Cooking Oils Olive,cooking oils,
Cooking Oils Other Cooking,cooking oils,
Cooking Oils Other Specialty,cooking oils,
Cooking Oils Rapeseed,cooking oils,
Cooking Oils Sesame,cooking oils,
Cooking Oils Soya,cooking oils,
Cooking Oils Sunflower,cooking oils,
Cooking Oils Vegetable,cooking oils,
Cooking Oils Walnut,cooking oils,
Cotton Wool Buds,,
Cotton Wool Pads,,
Cotton Wool Pleats,,
Cotton Wool Puff/Balls,,
Cotton Wool Rolls,,
Cough Liquids,,
Cough Lozenges,,
Cous Cous,cous cous(dry),
Cracker+Crspbrd Brown Crackers,crispbreads,
Cracker+Crspbrd Cornish/Puffs,crispbreads,
Cracker+Crspbrd Cream Crackers,crispbreads,
Cracker+Crspbrd Crispbreads,crispbreads,
Cracker+Crspbrd Crisprolls,crispbreads,
Cracker+Crspbrd Oatcakes,crispbreads,
Cracker+Crspbrd Rice Cakes,crispbreads,
Cracker+Crspbrd Toasts,crispbreads,
Cracker+Crspbrd Water Biscuits,crispbreads,
Crackers & Cri Cracker Assortm,crispbreads,
Crackers & Cri Other Crackers,crispbreads,
Crackers & Cri Other Savoury B,crispbreads,
Crackers & Cri Savoury Snacks,crispbreads,
Crackers & Crispbreads Matzos,crispbreads,
Crisps Family,crisps,
Crisps Maxi,crisps,
Crisps Multi-Pack,crisps,
Crisps Standard,crisps,
Family,crisps,
Decongestants,,
Condensed Milk,canned condensed milk,
Defined Ambient Cream UHT,cream-dairy and non dairy,
Defined Ambnt Synthetic Cream,canned cream,
Defined Canned Cream,canned cream,
Defined Milk+Cream Non Barcode,cream-dairy and non dairy,
Defined Milk+Cream P Portions,cream-dairy and non dairy,
Evaporated Milk,instant/skimmed/filled milk,
Low Fat Evprtd/Cndnsd Milk,canned condensed milk,
Non Dairy Creamers,milk creamers/whiteners,
Prepared Dessert Topping,milk - retail,
Dental Floss/Sticks,,
Denture Produc Seals/Strips/Cu,,
Denture Products Cream,,
Denture Products Foam,,
Denture Products Gel,,
Denture Products Liquid,,
Denture Products Paste,,
Denture Products Powder,,
Denture products Tablets,,
Aerosol Deodorants,,
Deodorant Aerosol Deod Female,,
Deodorant Aerosol Deod Unisex,,
Deodorant Aerosol Deodor Male,,
Deodorant Deodorant Wi Female,,
Deodorant Deodorant Wi Unisex,,
Deodorant Deodorant Wipe Male,,
Deodorant Non Barcoded Unisex,,
Deodorants Cream Female,,
Deodorants Cream Male,,
Deodorants Cream Unisex,,
Deodorants Gel Female,,
Deodorants Gel Male,,
Deodorants Gel Unisex,,
Deodorants Roll-Ons Female,,
Deodorants Roll-Ons Male,,
Deodorants Roll-Ons Unisex,,
Deodorants Sticks Female,,
Deodorants Sticks Male,,
Deodorants Sticks Unisex,,
Hair Lighteners Depilatories,,
Non Wax womens Depiltories,,
Wax Depilatory Products,,
Chub Pack Dog Food,,
Dog Food All Flexi Packs,,
Dog Food Canned,,
Dog Food Non Barcoded,,
Dog Food Other,,
Dog Food Trays,,
Dry Dog Food,,
Soft Moist Dog Food,,
Dry Meat Substitutes,vegetarian - frozen meat subs,
Dry Lasagne,pasta-dry,
Dry Macaroni,pasta-dry,
Dry Other Pasta,pasta-dry,
Dry Pasta Buckwheat,pasta-dry,
Dry Pasta Cannelloni,pasta-dry,
Dry Pasta Cappelletti,pasta-dry,
Dry Pasta Conchiglie,pasta-dry,
Dry Pasta Ditali,pasta-dry,
Dry Pasta Fettuce,pasta-dry,
Dry Pasta Fusilli,pasta-dry,
Dry Pasta Fusillo Gigante,pasta-dry,
Dry Pasta Gigli,pasta-dry,
Dry Pasta Makaron Jajeczny,pasta-dry,
Dry Pasta Non-Barcoded,pasta-dry,
Dry Pasta Pappardelle,pasta-dry,
Dry Pasta Penne Rigate,pasta-dry,
Dry Pasta Ravioli,pasta-dry,
Dry Pasta Rigatoni,pasta-dry,
Dry Pasta Rotelle,pasta-dry,
Dry Pasta Shapes,pasta-dry,
Dry Pasta Spaghetti,pasta-dry,
Dry Pasta Spirals,pasta-dry,
Dry Pasta Tagliolini,pasta-dry,
Dry Pasta Torchietti,pasta-dry,
Dry Pasta Tortelloni,pasta-dry,
Dry Tagliatelle,pasta-dry,
Dry Tortellini,pasta-dry,
Dry Pulses+Cereal,dry pulses cereal & veg,
Eggs Duck Free Range,eggs,
Eggs Duck Not Stated,eggs,
Eggs Goose Free Range,eggs,
Eggs Hens Barn,eggs,
Eggs Hens Free Range,eggs,
Eggs Hens Non-Free Range,eggs,
Eggs Quail Free Range,eggs,
Eggs Quail Not Stated,eggs,
Candle Light Bulbs,,
Elctrc Lght Bulb Gls,,
Elctrc Lght Bulb Large Globe,,
Elctrc Lght Bulb Reflector,,
Elctrc Lght Bulb Soft Candle,,
Elctrc Lght Bulb Soft Gls,,
Elctrc Lght Bulb Striplight,,
Elctrc Lght Cmpct Fluorscnt,,
Elctrc Lght Cmpct Fluorscnt Lo,,
Elctrc Lght Halogen Capsule,,
Elctrc Lght Halogen High Volt,,
Elctrc Lght Halogen Linear,,
Elctrc Lght Halogen Low Volt,,
Elctrc Lght Mini Globe (Small),,
Elctrc Lght Miscellaneous,,
Elctrc Lght Pygmy/Spt/Strplght,,
Elctrc Lght Soft Mini Globe,,
Electric Light Energy Saver Ca,,
Electric Light Energy Saver Fl,,
Electric Light Energy Saver Gl,,
Electric Light Energy Saver Hl,,
Electric Light Energy Saver Mi,,
Electric Light Energy Saver Re,,
Electric Light Energy Saver Sf,,
Electric Light Energy Saver So,,
Electric Light Energy Savr Hl,,
Electric Light Energy Sve,,
Electric Light Energy Sver Hl,,
Electric Light Energy Sver So,,
Electric Light Energy Svr Hl,,
Electric Light Enrgy Saver Hl,,
Electric Light Halogen Globe,,
Electric Light Halogen Reflect,,
Fluorescent Light Bulbs,,
Globe (Lrg Rnd) Light Bulbs,,
Ethnc Ingrdnts Chapatis,flour-chapati,
Ethnc Ingrdnts Chinese Vegtble,indian & chinese products,
Ethnc Ingrdnts Coconut Milk,canned condensed milk,
Ethnc Ingrdnts Creamed Coconut,canned cream,
Ethnc Ingrdnts Curry Paste,indian & chinese products,
Ethnc Ingrdnts Curry Powder,indian & chinese products,
Ethnc Ingrdnts Indian Dnr Kit,indian & chinese products,
Ethnc Ingrdnts Mxcn Meal Kits,taco dinner kits,
Ethnc Ingrdnts Other,indian & chinese products,
Ethnc Ingrdnts Other Paste,paste+spreads,
Ethnc Ingrdnts Poppodums,indian & chinese products,
Ethnc Ingrdnts Prawn Crackers,indian & chinese products,
Ethnc Ingrdnts Tortillas,taco dinner kits,
Ethnc Ingrdnts Vegetable Curry,indian & chinese products,
Ethnc Ingrdnts Vegetable Ghee,indian & chinese products,
Ethnic Ingredi Caribbean Dinne,indian & chinese products,
Ethnic Ingredients Parathas,indian & chinese products,
Mexican Meal Kits,taco dinner kits,
Everyday Biscu Bourbon Creams,biscuits - plain+savoury,
Everyday Biscu Custard Creams,biscuits - plain+savoury,
Everyday Biscu Fruit Shortcake,biscuits - plain+savoury,
Everyday Biscu Morning Coffee,biscuits - plain+savoury,
Everyday Biscui Packet Wafers,biscuits - plain+savoury,
Everyday Biscuit Coconut/Nice,biscuits - plain+savoury,
Everyday Biscuit Other Creams,biscuits - plain+savoury,
Everyday Biscuits Assortment,biscuits - plain+savoury,
Everyday Biscuits Butter,biscuits - plain+savoury,
Everyday Biscuits Cookies,biscuits - plain+savoury,
Everyday Biscuits Digestives,biscuits - chocolate coated,
Everyday Biscuits Fig Rolls,biscuits - plain+savoury,
Everyday Biscuits Garibaldi,biscuits - plain+savoury,
Everyday Biscuits Ginger,biscuits - plain+savoury,
Everyday Biscuits Jam,biscuits - plain+savoury,
Everyday Biscuits Lunchbox,biscuits - plain+savoury,
Everyday Biscuits Malted,biscuits - plain+savoury,
Everyday Biscuits Oat,biscuits - plain+savoury,
Everyday Biscuits Other Fruit,biscuits - plain+savoury,
Everyday Biscuits Other Sweet,biscuits - plain+savoury,
Everyday Biscuits Rich Tea,biscuits - plain+savoury,
Everyday Biscuits Shortcake,biscuits - plain+savoury,
Other Everyday Biscuits,biscuits - plain+savoury,
Chocolate Digestives,biscuits - chocolate coated,
Digestives,biscuits - plain+savoury,
Everyday Treat Choc Digestives,biscuits - chocolate coated,
Everyday Treat Chocolate Wafer,biscuits - plain+savoury,
Everyday Treat Fruit Shortcake,biscuits - plain+savoury,
Everyday Treat Half Iced Biscu,biscuits - plain+savoury,
Everyday Treat Uncoated Mallow,biscuits - plain+savoury,
Everyday Treats Assortment,biscuits - plain+savoury,
Everyday Treats Choc Mallows,biscuits - plain+savoury,
Everyday Treats Choc Oat,biscuits - plain+savoury,
Everyday Treats Choc Rich Tea,biscuits - plain+savoury,
Everyday Treats Coconut/Nice,biscuits - plain+savoury,
Everyday Treats Cookies,biscuits - plain+savoury,
Everyday Treats Digestives,biscuits - plain+savoury,
Everyday Treats Fully Coated,biscuits - chocolate coated,
Everyday Treats Ginger,biscuits - plain+savoury,
Everyday Treats Half Coated,biscuits - chocolate coated,
Everyday Treats Jaffa Cakes,biscuits - chocolate coated,
Everyday Treats Jam,jams & marmalades,
Everyday Treats Lunchbox,biscuits - plain+savoury,
Everyday Treats Oat,biscuits - plain+savoury,
Everyday Treats Other Creams,biscuits - plain+savoury,
Everyday Treats Other Fruit,ambient fruit,
Everyday Treats Other Sweet,sugar conf-candy,
Everyday Treats Packet Wafers,biscuits - plain+savoury,
Everyday Treats Shortbread,biscuits - plain+savoury,
Everyday Treats Shortcake,biscuits - plain+savoury,
Allergy Eyes Drops,,
Eye Care Drops,,
Eye Care Hayfever Allergy Drop,,
Eye Care Infected Eyes Drops,,
Eye Care Itchy Eye Drops,,
Eye Care Liquid Gel,,
Eye Care Lotion,,
Eye Care Mask,,
Eye Care Ointment,,
Eye Care Pads,,
Eye Care Screen Eye Drops,,
Eye Care Sparkling Clear Drops,,
Eye Care Spray,,
Eye Care Wash,,
Eye Care Wipes,,
Eye Drops,,
Eye Lotions,,
Eye Masks,,
Fabric Conditioners,,
Fabs,,
Boxed Mansize Facial Tissues,,
Cosmetic Boxed Facial Tissues,,
Facial Tissue Pocket Packs,,
Flowpack Facial Tissues,,
Midi-Boxed Facial Tissues,,
Pocket Packs,,
Regular Boxed Facial Tissues,,
Female Body Spray Pump Action,,
Female Body Sprays Aerosol,,
Female Body Sprays Wipes,,
Feminine Care Looped Towels,,
Feminine Care Non Barcoded Pro,,
Feminine Care Panty Liners,,
Feminine Care Press On Towels,,
Feminine Care Tampons,,
Firelighters/Log,,
Airstrip First Aid Dressings,,
Assorted First Aid Dressings,,
Clear First Aid Dressings,,
Cushioned First Aid Dressings,,
Fabric First Aid Dressings,,
First Aid Dressings Rolls,,
First Aid Dressings Tube,,
First Aid Drssng Adhesive,,
First Aid Drssng Crepe,,
First Aid Drssng Other,,
First Aid Drssng Spray,,
First Aid Drssng Support,,
First Aid Drssng Surgical,,
First Aid Drssng Tubular,,
First Aid Drssng Wht Open Wove,,
Hypo-Allergenic FrstAid Drssng,,
Plastic First Aid Dressing,,
Standard First Aid Dressings,,
Stretch Fabric First Aid Drsng,,
Various Types First Aid Drssng,,
Washable First Aid Dressings,,
Fish Foods,fish food,
Bread Flour,flour-bread,
Flour Non-Barcoded,flour-bread,
Other Plain Flour,flour-bread,
Self-Raising Flour,flour-bread,
Drinking Chocolate,drinking choc+cocoa,
Drinking Cocoa,drinking choc+cocoa,
Food Drinks Instant Chocolate,drinking choc+cocoa,
Food Drinks Instant White Choc,drinking choc+cocoa,
Food Drinks Non-Barcoded,drinking choc+cocoa,
Food Drinks Traditional White,drinking choc+cocoa,
Instant Malted Drink,drinking choc+cocoa,
Low Calorie Instant Chocolate,drinking choc+cocoa,
Standard Instant Choc,drinking choc+cocoa,
Standard Instant Choc Drink,drinking choc+cocoa,
Traditional Malted Drink,drinking choc+cocoa,
Foot Preparati Foot Accessorie,,
Foot Preparations Insoles,,
Foot Prprtns Cream/Lotion/Gel,,
Foot Prprtns Other,,
Foot Prprtns Powder,,
Foot Prprtns Spray,,
Fortified Wines,alcohol-wine based drinks,
Fresh Bacon Joints Bacon,bacon - fresh+frozen,
Back,bacon - fresh+frozen,
Fresh Bacon Rasher Back,bacon - fresh+frozen,
Fresh Bacon Rasher Medallions,bacon - fresh+frozen,
Fresh Bacon Rasher Middle,bacon - fresh+frozen,
Fresh Bacon Rasher Other Type,bacon - fresh+frozen,
Fresh Bacon Rasher Streaky,bacon - fresh+frozen,
Fresh Bacon Rashers Lardons,bacon - fresh+frozen,
Fresh Bacon Steak,bacon - fresh+frozen,
Fresh 1st Qlty Roasting Beef,meat - fresh primary,
Fresh 1st Qlty Stewing Beef,meat - fresh primary,
Fresh 2nd Qlty Roasting Beef,meat - fresh primary,
Fresh 2nd Qlty Stewing Beef,meat - fresh primary,
Fresh Bee 2nd Quality Ro Veal,meat - fresh primary,
Fresh Bee Frying/Grillin Veal,meat - fresh primary,
Fresh Beef Diced/Cubed Veal,meat - fresh primary,
Fresh Beef Fore-Quarter,meat - fresh primary,
Fresh Beef Mince Veal,meat - fresh primary,
Fresh Beef Other Cut Veal,meat - fresh primary,
Fresh Diced/Cubed Beef,meat - fresh primary,
Fresh Mince Beef,meat - fresh primary,
Fresh Mixed Cuts Pack Beef,meat - fresh primary,
Fresh Other Cut Beef,meat - fresh primary,
Frsh Frying/Grillng Steak Beef,meat - fresh primary,
Fresh Crea Single Crea U.H.T.,cream-dairy and non dairy,
Fresh Cream Aerosols,cream-dairy and non dairy,
Fresh Cream Aerosols Flvrd,cream-dairy and non dairy,
Fresh Cream Aerosols Synthetic,cream-dairy and non dairy,
Fresh Cream Aerosols U.H.T.,cream-dairy and non dairy,
Fresh Cream Alcoholic Flvrd,cream-dairy and non dairy,
Fresh Cream Clotted,cream-dairy and non dairy,
Fresh Cream Creme Fraiche,cream-dairy and non dairy,
Fresh Cream Double,cream-dairy and non dairy,
Fresh Cream Double U.H.T.,cream-dairy and non dairy,
Fresh Cream Flavoured,cream-dairy and non dairy,
Fresh Cream Half,cream-dairy and non dairy,
Fresh Cream Single,cream-dairy and non dairy,
Fresh Cream Soured,cream-dairy and non dairy,
Fresh Cream Sterilised,cream-dairy and non dairy,
Fresh Cream Synthetic,cream-dairy and non dairy,
Fresh Cream Whipping,cream-dairy and non dairy,
Fresh Cream Whipping U.H.T.,cream-dairy and non dairy,
Fresh Flavoured Meats Beef,meat - fresh prcsd snacks,
Fresh Flavoured Meats Lamb,meat - fresh prcsd snacks,
Fresh Flavoured Meats Pork,meat - fresh prcsd snacks,
Fresh Flavoured Meats Veal,meat - fresh prcsd snacks,
Fresh Diced/Cubed Lamb,meat - fresh primary,
Fresh Frying/Grilling Chop Lmb,meat - fresh primary,
Fresh Frying/Grlling Steak Lmb,meat - fresh primary,
Fresh Half Lamb,meat - fresh primary,
Fresh Lamb Esy Crv Lg Rstng,meat - fresh primary,
Fresh Lamb Leg Roasting Joint,meat - fresh primary,
Fresh Lamb Other Cut,meat - fresh primary,
Fresh Mince Lamb,meat - fresh primary,
Fresh Mixed Cuts Pack Lamb,meat - fresh primary,
Fresh Shldr Rstng Joint Lamb,meat - fresh primary,
Fresh Stewing Lamb,meat - fresh primary,
Fresh Whole Lamb,meat - fresh primary,
Fresh All Other Meat,meat - fresh primary,
Fresh Kidneys,meat - fresh primary,
Fresh Liver,meat - fresh primary,
Fresh Othe All Other Venison,meat - fresh primary,
Fresh Other Me Frying/Grilling,meat - fresh primary,
Fresh Other Mea Mince Venison,meat - fresh primary,
Fresh Other Meat & Mince Veal,meat - fresh primary,
Fresh Other Meat & Offal Mince,meat - fresh primary,
Fresh Other Offal,meat - fresh primary,
Fresh Rabbit Or Hare,meat - fresh primary,
Fresh Pasta Fresh Cut,pasta-fresh inc ndls (wout sc,
Fresh Pasta Fresh Filled,pasta-fresh inc ndls (wout sc,
Fresh Pasta Fresh Noodles,pasta-fresh inc ndls (wout sc,
Fresh Belly Pork,meat - fresh primary,
Fresh Diced/Cubed Pork,meat - fresh primary,
Fresh Frying/Grilling Chop Prk,meat - fresh primary,
Fresh Frying/Grlling Steak Prk,meat - fresh primary,
Fresh Half Pig,meat - fresh primary,
Fresh Loin Roasting Pork,meat - fresh primary,
Fresh Mince Pork,meat - fresh primary,
Fresh Other Cuts Pork,meat - fresh primary,
Fresh Pork Leg Roasting Joint,meat - fresh primary,
Fresh Pork Marinades,meat - fresh primary,
Fresh Pork Mixed Cuts Pack,meat - fresh primary,
Fresh Pork Shldr Rstng Joint,meat - fresh primary,
Fresh Whole Pig,meat - fresh primary,
Fresh Chicken Pieces,poultry - fresh primary,
Fresh Duckling Pieces,poultry - fresh primary,
Fresh Other Poultry Pieces,poultry - fresh primary,
Fresh Pltry Chicken Roll/Roast,poultry - fresh primary,
Fresh Poultry Chicken Breast,poultry - fresh primary,
Fresh Poultry Chicken Half,poultry - fresh primary,
Fresh Poultry Chicken Leg,poultry - fresh primary,
Fresh Poultry Chicken Mixed/Ot,poultry - fresh primary,
Fresh Poultry Chicken Wings,poultry - fresh primary,
Fresh Poultry Duck Roll/Roast,poultry - fresh prcsd unck/flv,
Fresh Poultry Kebab,poultry - fresh prcsd unck/flv,
Fresh Poultry Other Poultry Ro,poultry - fresh primary,
Fresh Turkey Pieces,poultry - fresh primary,
Fresh Turkey Roll/Roast,poultry - fresh primary,
Fresh Whole Chicken,poultry - fresh primary,
Fresh Whole Duck,poultry - fresh primary,
Fresh Whole Other Poultry,poultry - fresh primary,
Fresh Whole Poussin,poultry - fresh primary,
Fresh Whole Turkey,poultry - fresh primary,
Fresh Sausages Low-Fat,sausages - fresh,
Fresh Sausages Original,sausages - fresh,
Fresh Soup,soups-liquid,
Fresh Stuffing,stuffing - fresh+frozen,
Fresh/Chilled Pastry Filo,fresh/chilled pastry,
Fresh/Chilled Pastry Other,fresh/chilled pastry,
Fresh/Chilled Pastry Puff,fresh/chilled pastry,
Fresh/Chilled Pastry Shrtcrst,fresh/chilled pastry,
Fromage Frais Baby/Toddler,fromage frais - plain,
Fromage Frais Chldrn Character,fromage frais - plain,
Fromage Frais Chldrn Standard,fromage frais - plain,
Fromage Frais Indulgence,fromage frais - plain,
Fromage Frais Light,fromage frais - plain,
Fromage Frais Standard,fromage frais - plain,
Frozen Bacon,bacon - fresh+frozen,
