,Almonds; with shell,Anise; badian; fennel; coriander,Apples,Apricots,Artichokes,Asparagus,Avocados,Bananas,Barley,Beans; dry,Beans; green,Berries nes,Blueberries,Brazil nuts; with shell,Broad beans; horse beans; dry,"Butter, Cream & Ghee",Cabbages and other brassicas,Carrots and turnips,Cashew nuts; with shell,Cassava,Cauliflowers and broccoli,Cheese,Cherries,Chestnut,Chillies and peppers; green,Cocoa; beans,Coconuts,Coffee; green,Cranberries,Crustaceans,Cucumbers and gherkins,Currants,Dates,Eggplants (aubergines),Eggs; hen; in shell,Eggs; other bird; in shell,Figs,Fish,Fruit; fresh nes,Fruit; tropical fresh nes,Garlic,Ginger,Gooseberries,Grain; mixed,Grapefruit (inc. pomelos),Grapes,Groundnuts; with shell,Hazelnuts; with shell,Kiwi fruit,Leeks; other alliaceous vegetables,Lemons and limes,Lentils,Lettuce and chicory,Maize,Mangoes; mangosteens; guavas,Meat; cattle,Meat; chicken,Meat; duck,Meat; pig,Meat; rabbit,Meat; sheep,Meat; turkey,Melons; other (inc.cantaloupes),Milk; whole fresh cow,Mushrooms and truffles,Nuts nes,Oats,Oil palm fruit,Olives,Onions; dry,Onions; shallots; green,Oranges,Peaches and nectarines,Pears,Peas; green,Pepper (piper spp.),Persimmons,Pineapples,Pistachios,Plums and sloes,Potatoes,Pulses nes,Pumpkins; squash and gourds,Quinoa,Rapeseed,Raspberries,Rice; paddy,Soybeans,Spices nes,Spinach,Strawberries,Sugar beet,Sugar cane,Sunflower seed,Tangerines; mandarins; clementines; satsumas,Tea,Tomatoes,Vegetables; fresh nes,Vegetables; leguminous nes,Walnuts; with shell,Water,Watermelons,Wheat,nan
ICE CREAM TUBS+HANDHELD MLTPCK,0.34277574843369,0.0,0.485782310974183,0.0,0.0,0.0,0.0,0.104977642027875,0.0144712748622751,0.286665205594887,0.0,0.0177843294557019,0.0403325052220805,0.0,0.0,5.33003984396581,0.0,0.0598371535256629,0.0395847584612099,0.0637577195135414,0.0,0.0625629541397487,0.0,0.0,0.0,3.638425031107666,0.0,0.017489198292522,0.0546314135027787,0.0002156890185147,0.00254213179058,0.169205225502596,0.0,0.0,0.808182985735021,0.0,0.0,0.0002156890185147,2.53863799475244,0.0,0.0,0.0,0.0,0.09137289206919731,0.0437308136043028,0.15085639994489722,0.287887242302245,0.235110449288588,0.0019553562707368,0.0,0.40606107072925823,0.0,0.0891989412113079,0.432196751357263,0.0,0.0063939016071852,0.0,0.0,0.0066417224436418,0.0,0.0,0.0335603745523345,0.0167585749630155,27.22574360654,0.0,0.217584962195526,0.179969973834181,2.93539662962952,0.0,0.0,0.0,0.715192656366437,0.0865993555327205,0.0178159174494914,0.0506709221705577,0.0,0.0,0.0,0.0581562729013356,0.0,0.0,0.0,0.0002151363417029,0.0,0.206584774115208,0.559759786975451,0.329528300873159,0.0584442204319771,0.0651828664251299,0.0,1.07904059297616,0.0446427013183753,13.959361050394,0.13134051716788753,0.0,0.0,3.48744251601261e-05,0.19703465616726779,0.0,0.0036114724163446,16.9770299792724,0.0,1.97220094257143,0.0
FISH FOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9025682280041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.97881613266896,0.0,0.0,0.0,0.0,0.0,25.3195022599381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25241788548015,0.0,0.0,0.0,0.0,0.0,0.0
CHRISTMAS PUDDINGS,0.711795955318941,0.0,0.355287408607224,0.0,0.0,0.0,0.0,0.0,0.0186937773800078,0.0234088116080972,0.0,11.972628600757,0.0,0.0,0.0,3.34714932680009,0.0,0.0038295010901212,0.0,0.0441371745968189,0.0,0.0,0.0,0.0,0.0,1.60069425900739,0.0,0.0007954288292939,0.0044510804954803,0.0,0.0,0.576903091642627,0.0,0.0,4.08843960282799,0.0,0.0,0.0,4.41378071335828,0.0,0.0,0.0,0.0,0.0709649387600608,0.0839822580863789,5.64648584989258,0.0,0.0357662444957031,0.0,0.0,1.1878851203341783,0.0,0.0171400972769312,0.646320660984057,0.0,0.0283933656558093,0.0,0.0,0.102891318139927,0.0,0.0,0.0,0.0,2.46744698259871,0.0,0.436448554583885,0.193359508376765,3.71210844382914,0.0088018829397616,0.0147215001572727,0.0,2.9050238480019,0.973088202797416,0.0,0.0,0.0009698243494737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04246327054948,0.129674811169125,1.40727170377499,0.0,0.0154493675453946,0.0,0.0220874826475498,0.101771500957683,16.0630891117055,0.352453559161178,0.0,0.0,0.0,0.2951713577396788,0.0,0.0415603888469086,4.38050236002969,0.0,13.74872313836192,0.0
BISCUITS - CHOCOLATE COATED,0.0484749701861199,0.0,0.0335667798872818,0.0,0.0,0.0,0.0,0.0,0.0028535119642161,0.137819634132744,0.0,0.0242687225252297,0.0001035983396697,0.0,0.0,2.70740184030296,0.0,0.0200051763843826,0.0,0.0554504840397822,0.0,0.0270540985695721,0.0,0.0,0.0,15.099540633833964,0.0,0.0085455399109211,0.0001757466130777,0.0,0.0,0.0062098294576022,0.0,0.0,1.08432372302062,0.0,0.0,0.0,0.524241229917564,0.0,0.0,0.0,0.0,0.2839777955682511,0.133323278525976,0.0255692978067735,0.0320071529646134,0.350190204501669,0.0,0.0,0.090574856685514,0.0,0.0008321859770799,0.48993232448801,0.0,0.0045294649170432,0.0,0.0,0.0,0.0,0.0,8.78733065388536e-05,0.0,5.88059821432305,0.0,0.0003572485696923,3.03047480300822,4.15104135220082,0.0048992948915931,7.88528773153579e-06,0.0,0.27562938732136,0.0043883545150376,0.0,0.0180469467380653,0.0010000728201802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422285777906444,0.0668200779537182,0.25777845644264,0.0,0.0005311404855311,0.0,0.0090627304451297,0.0887392906967776,24.655944226955,0.0652970310069621,0.0,0.0,0.0,2.813251831923565,0.0,0.0,0.701690476004109,0.0,22.2429713255697,0.0
BISCUITS - SWEET,0.212788523046787,0.0,0.260847869431042,0.0,0.0,0.0,0.0,0.0,0.0483860876995262,0.216724222281972,0.017184009596559,0.6183104708083682,0.0193810761389698,0.0,0.0,4.57606140815765,0.0,0.0180983469103841,0.0259801944412562,0.151559794422708,0.0,0.1239608553584667,0.0,0.0,0.0,3.983758110589086,0.0,0.0080098076195158,0.0188409859837492,0.0,0.0,0.567464557390674,0.0,0.0,0.412186363951512,0.0,0.0,0.0,1.40461008812179,0.0,0.0,0.0,0.0,1.7949904185705277,0.161473575426582,0.2102175673643193,0.215741850741614,0.234376839355655,0.0,0.0,0.0485355923053265,0.0,0.0549562808136081,1.16906195355072,0.0,0.0007877677754602,0.0044799677843339,0.0,0.0012254961008268,0.0,0.0,2.06665926289745e-05,0.0,2.69101940113671,0.0001044947692125,0.0437898364648724,3.92300120216303,7.48728194690786,0.0219152984611502,0.0011014612090351,0.0,0.0615852074156723,0.151170830377004,0.0006006003181736,0.0652685960855023,0.0065766045972834,0.0,0.0,0.0286831575974626,0.0,0.0,0.0,0.0,0.0,1.82924556098093,0.0722711262027438,1.44531525711588,0.0058700264375839,0.0023243425958707,0.0,0.114838998560588,0.125727435345473,20.0726082219297,0.3933602212499569,0.0,0.0999439170196536,0.029313934299636,2.4299566473892145,0.0,0.0008036142377336,0.855042413390888,0.0,31.9808855639974,0.0
BISCUITS - PLAIN+SAVOURY,0.0086377516367349,0.0,0.0038380461768194,0.0,0.0,0.0,0.0,0.0,0.176740004247213,0.150701415766018,0.0,0.0022684319924308,0.0,0.0,0.0,2.33797697603499,0.0202947906615333,0.086387659982399,0.0,0.412668751897678,0.0178381911134078,4.6103596981735695,0.0,0.0047713980537057,0.0,0.1456822686172008,0.0,0.0,0.0076113065921077,0.0651311584324301,0.0013264159841736,0.0,0.0,0.0,0.171380750981991,0.0,0.0,0.0,0.360832249844939,0.0,0.0,0.0,0.0,1.3742644451798829,1.5090026880521,0.2067904374516206,0.0017393732771452,0.0055314556386235,0.0,0.0025242974386162,0.0096717754859172,0.0273987991662975,0.0397252665172968,1.68429612186008,0.0,0.0067581476948089005,0.0,0.0,0.449171640542909,0.0,0.0,0.0,0.0,0.985447776017865,0.0023508294305236,0.002302075145146,3.06020125796401,6.84075869392343,0.834334127288439,0.312591752618827,0.0,0.0033484264500296,0.0118018126327124,0.0,0.0291935146918489,0.307975459728633,0.0,0.0,0.0,0.0,0.0,0.0,0.006631583314037,0.0,1.76161849049643,0.0009334663035774,1.48458084430718,0.0094573754067198,0.239342434399594,0.0,0.0,0.0146941018184531,3.4824111337052,2.950485028553226,0.0,0.0,0.126395222327568,4.171236367052975,0.0,0.0023706238451243,1.44060024968177,0.0,46.172061060525586,0.0
BISCUITS - SEASONAL,1.35288810386196,0.0,0.270875621183101,0.0,0.0,0.0,0.0,0.0,0.013073935030915,0.0431490708009176,0.0,0.46731024850152,0.0026861505712638,0.0,0.0,12.8726430689242,0.0,0.0044980026564952,0.0061008758347561,0.0587744011447146,0.0,0.18737753391765388,0.0,0.0,0.0,9.901843655647149,0.0,0.0007619897735702,0.042700203421811,0.0,0.0,0.0279269376492951,0.0,0.0,0.327875008651701,0.0,0.0,0.0,0.430902266974438,0.0,0.0,0.0,0.0,0.1406822085226106,0.152464672002476,0.23547144286019558,0.0,0.200660126925943,0.0,0.0,0.0949751762702386,0.0,0.0171745961755966,1.11838317929385,0.0,0.0,0.0,0.0,0.0052139227780268,0.0,0.0,0.0,0.0003046760262003,3.18113996628925,0.0011295645947332,0.0490283114543353,0.966618871515585,3.04441639965311,0.0,0.0045182583789328,0.0,0.20293290497944,0.298839351671195,0.0,0.0003134937739931,0.0197573489171721,0.0,0.0,0.0011920198141252,0.0,0.0,0.0,0.0,0.0,0.922431581032202,0.0227949495851209,1.00920985674601,0.0,0.014142005712131,0.0,0.0105886122906527,0.223372592133233,22.0274449752002,0.35527816824492325,0.0,0.0,0.0,1.5081759807372201,0.0,0.0010155828916949,0.526613077116247,0.0,28.84355823042815,0.0
BISCUITS - CHOCOLATE BISC BARS,0.0275937058226115,0.0,0.104865300517614,0.0,0.0,0.0,0.0,0.0,0.012765899868434,0.152027641118485,0.0,0.0469680800398695,0.0,0.0,0.0,1.17332274294474,0.0,0.0,0.039195934884412,0.0126892607717971,0.0,0.1821189914791577,0.0,0.0,0.0,13.26413162051534,0.0,0.0,0.0028207245480627,0.0,0.0,0.0622693671356718,0.0,0.0,0.606319053816171,0.0,0.0,0.0,1.23007024427998,0.0,0.0,0.0,0.0,0.21815056559580961,0.16662304776205,0.0665643473366133,0.166428172756712,1.02017277973499,0.0,0.0,0.0021801771782207,0.0,0.0891651016724213,0.22202512559889,0.0,0.0120758778064217,0.0,0.0,0.0703761975702791,0.0,0.0,0.0,0.0,8.50670818639603,0.0,0.0031900794513224,0.443758866217575,5.46932529281289,0.0,0.0,0.0,0.0273954572169027,0.0075113314821457,0.0,0.0,0.0036185769806915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43575699238389,0.0118171135884739,0.423901385715309,0.0,0.0006824532397826,0.0,0.0015616068414982,0.0498651352387554,28.839379793873,0.1142429343090665,0.0,0.0,0.0,1.5975732617838054,0.0,0.0,0.421227871316122,0.0,20.6383659687995,0.0
MILK CREAMERS/WHITENERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160591368674784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.634187049009742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1179007211243,0.0,0.0,0.0,11.5727664178019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83108578637153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947253404561907,0.0,0.0,0.0
YOGHURT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156996835821413,0.0,0.189664106128254,0.0,0.0,0.0,79.5815377661971,0.0,0.0,0.0,0.0053446376046122,0.0,0.0,0.0,0.0,0.0,0.0267737102083985,0.0,0.0,0.0057296256697044,0.0,0.0,0.077790666990076,0.0,0.0,0.0838356975464148,0.0,0.0,0.0,0.0260739654330182,0.0,0.0,0.0,0.0,0.0037781313278235,0.128980861783061,0.5011015341698184,0.0417658273414526,0.0,0.0,0.0,0.0333025352031339,0.0,0.0,0.0001038126435824,0.0,0.0,0.0,0.0,0.112215586702141,0.0,0.0,0.0,0.0,1.49789317465656,0.0,0.0030420636847392,0.0,0.344420711762986,0.0444041342245574,0.0592067718741294,0.0,0.0215645413955868,0.0571224103290964,0.0,0.0,0.0047070849395611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81545249815679,0.0,0.0103829165759702,0.0,0.032925023705553,0.0,0.0,0.101008649595734,0.508280570699036,0.638328854982824,0.0,0.0,0.0021441506729657,0.12196637872050256,0.0,0.0,4.63330490117159,0.0,0.39509465099609,0.0
MARGARINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHITE FATS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672369481996695,0.0,0.0,0.0,0.0,0.0,0.126304703316412,0.0,0.0206415441465654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147496167327675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054050153938495,4.51205236664997,0.0207599746104214,0.0,0.0,0.0,0.00304688170331,0.0,0.0,0.0,0.0284535323123836,0.0,9.77907413936544,0.788218642651245,0.0,5.5299173539931,0.0,0.0,0.0,0.0,0.136757482944018,0.0081230398974197,0.0,0.0,3.12856425748609,0.0,0.0431681186029481,0.0,0.258904346392174,0.0,0.0,0.0,0.130550176137153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175512146273729,0.0,0.169587479972659,0.0,0.0026121020710882,0.0,0.0,0.0,0.163882077159095,0.442985656266746,0.0,0.0,0.0141653781004879,0.0,0.0,0.0,2.61137655658381,0.0,0.3169262256892,0.0
YOGHURT DRINKS AND JUICES,0.0154445216552393,0.0,1.17391961720186,0.0,0.0,0.0,0.0,0.201030174102935,0.0,0.0102387702454096,0.0,0.1595117021658023,0.104749930928988,0.0,0.0,1.39481426961648,0.0,0.134814056368899,0.0,0.0928868924540784,0.0,0.110297194984622,0.0,0.0,0.0,0.1008522711155795,0.0,0.0111084820803028,0.0,0.0,0.0,0.0517805736618975,0.0,0.0,0.0,0.0,0.0,0.0,2.71383700596533,0.0,0.0,0.0,0.0,0.127293990393747,2.80722769531365e-06,0.357778097189408,0.0,0.0003219014013359,0.0,0.0,0.45843722292569056,0.0,0.0026977742195021,0.449845729627082,0.0,0.0,0.0,0.0,0.582046995529695,0.0,0.0,0.0,0.0,47.6418642932692,0.0,0.0,0.0809633393595334,0.206419253472733,0.0,0.0,0.0,0.0902363968736046,0.431081126217936,0.0050232215869648,0.0008582771193133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112330441208824,0.0,0.0,0.403393995757863,0.101372545151285,0.0,0.0,0.0,1.08475373886038,0.0,3.53816111642776,0.350838139460145,0.0,0.0,0.0003485961080594,0.0292392676285631,0.0,0.0,8.42342986103334,0.0,0.580478949765103,0.0
FRUIT JUICE & FRUIT DRINKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEA-STANDARD,0.0,0.0,0.140167092147904,0.0,0.0,0.0,0.0,0.0002922244248368,0.0,0.114751916700704,0.0,0.044684884611970406,0.0043151796011365,0.0,0.0,0.0020829147874619,0.0,0.0,0.0,0.0,0.0,0.011556895570781,0.0,0.0,0.0,0.0631002564657883,0.0,0.709206713980181,0.0009864509196265,0.0,0.0,0.0,0.0,0.0,0.0424789830902304,0.0,0.0,0.0,0.0319277886141019,0.0,0.0,0.0,0.0,0.0200583270956907,0.025964524677613,0.0068608298574337,0.0,0.0003588160066781,0.0,0.0,0.2146651792813181,0.0,0.0325454014640296,0.0311729970633,0.0,0.0588760524680941,0.0044392684650887,0.0,0.0556530934006188,0.0,0.0,0.0,0.0,1.38051148804681,0.0,0.0,0.0,0.367291531274059,0.0,0.0496124622517284,0.0,0.113755812978117,0.0207626795671747,0.0002634922531657,0.001335163527121,0.125459595544032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0376101345839051,0.0086236763978652,1.25762794659305,0.0,0.0142700836895279,0.0,0.0644225116533056,0.0,2.14991940934991,0.0113636301687018,0.0,81.4091095875274,0.163920151974998,0.5091387974017231,0.0,0.0,0.29354387373679,0.0,0.336488572624134,0.0
DRINKING CHOC+COCOA,0.0801366791928054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47716612942688,0.0180126033661732,0.0,0.0,0.0,0.0,0.0,0.468344525650114,0.0,0.0,0.0103240689293085,0.128559554811106,0.0,0.0,0.0,0.0,0.0,25.343921809507023,0.0,0.0025646847015442,0.0,0.0,0.0,0.002703598365215,0.0,0.0,0.0551842950562338,0.0,0.0,0.0,0.374583548663687,0.0,0.0,0.0,0.0,0.119204380798991,0.0176159598309819,0.0256677398624907,0.0430406446657182,0.13817964271821,0.0,0.0,0.007069662874231,0.0,0.0154334124206926,0.126357120994777,0.0,0.0,0.0,0.0,0.0016701354660865,0.0,0.0,0.0,0.0,22.0664762581447,0.0,0.0241908812972344,0.0789654495463082,2.65193849903504,0.0,0.0,0.0,0.0,0.0148703537034775,0.0,0.0155756753901504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202261248478813,0.007069662874231,0.111505684331381,0.0,0.0,0.0,0.0,0.0070572740894725,25.6771870902055,0.0332945048315539,0.0,0.0,0.0,0.204911785704209,0.0,0.0,0.230036192362146,0.0,2.43492816365002,0.0
FRUIT SQUASHES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COFFEE-INSTANT,0.0298517387381944,0.0,0.0192416888448807,0.0,0.0,0.0,0.0,0.0,0.0,0.0342569368049114,0.0,0.0152732956492117,0.0,0.0,0.0,0.558447446805208,0.0,0.0,0.0,0.0067291755553124,0.0,0.0008981499966937,0.0,0.0,0.0,0.43265460570393,0.0,50.74404692515348,0.0130985058610955,0.0007419967428737,0.0,0.0021562895175929,0.0,0.0,0.0262578721886128,0.0,0.0,0.0007419967428737,0.074784782356515,0.0,0.0,0.0,0.0,0.0212762568331866,0.34454230669616,0.0227982718434958,0.0154778158366062,0.178813160761701,0.0021562895175929,0.0,0.004476421981371,0.0,0.553534479251265,0.0315625629726003,0.0,0.211912262196564,0.262675922560335,0.0,0.0867390970557694,0.0,0.0,0.0,0.0,12.2475831872111,0.0392955175832866,0.0007419967428737,1.00626940703671,4.02095226913159,0.0049119396979108,0.101981415821596,0.0,0.0141992186467961,0.0,0.0,0.0,0.0145979868896293,0.0,0.0,0.0,0.0,0.0,0.0,0.0245596984895541,0.0,0.0781491611743082,0.0021562895175929,0.100916636070678,0.0,0.0065650356878597,0.0,0.0021562895175929,0.0,10.6848116624137,0.207021427668492,0.0,0.0,0.0048426903127802,0.0668937686444313,0.0,0.0077191643115349,2.46977723002465,0.0,0.16231613548385,0.0
COFFEE-LIQUID & GROUND,0.0323570432479994,0.0,0.0005772729997838,0.0,0.0,0.0,0.0,0.0,0.0,2.34596571741797,0.0,0.0,0.0,0.0,0.0,2.27446427055048,0.0,0.021049034002341,0.0111332626648099,0.0001624048906064,0.0,0.0,0.0,0.0,0.0,0.574592784367458,0.0,60.49379750392431,0.0031516338106472,0.0077273142895864,0.0,0.0,0.0,0.0,0.078483822029722,0.0,0.0,0.0077273142895864,0.0925769031749117,0.0,0.0,0.0,0.0,0.0242073655091807,0.026728026427026,0.024704994185226727,0.0077273142895864,0.188911496729738,0.0,0.0,0.059278256046916805,0.0,0.0038028415471864,0.0373789499608887,0.0,0.153677597995439,0.0781396341247219,0.0,0.0340492449400304,0.0,0.0,0.0,0.0,12.2152421271658,0.0004421028762671,0.02858430069473,0.105965391563271,0.768816151789303,0.0,0.0018002326237497,0.0,0.0,0.0585038190034778,0.0,0.0159859757554776,0.0004101690561685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000638703368087,0.0016876550516074,0.102771075341067,0.0,0.0,0.0,0.0,0.0163390056953009,6.43915464454521,0.0155392237349371,0.0,0.0779973356315926,0.0010020500783998,0.058353989916247295,0.0,0.0,4.39101212250663,0.0,0.0736533700471209,0.0
Fish - Frozen Snacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022157623881154,1.45006182078297,0.0,0.0,0.0,0.0,0.0,0.173078537857656,0.198408453636208,0.166393619669372,0.0,1.00685449960278,0.0,0.1213779784849653,0.0,0.0042315258808339,0.0,0.0499004849710358,0.0,0.0,0.0,18.605612476365557,0.0,0.0,0.0,0.0,0.0170906718157349,0.0,0.0,16.68426661821128,0.0119332976484006,0.0,0.0,0.0,0.0,0.3236387344763661,1.48518266064015,0.0518825172668908,0.0218693367921114,0.0,0.0,0.0,0.4684184800929983,0.0,0.052911996704879,1.79953684988566,0.0,0.0,0.871754513892618,0.0,3.75601700870453,0.0,0.0,1.326378780201,0.0,0.463584041457288,0.0125275437261531,0.0,0.0032070348872512,0.511798262087053,0.0858372122150581,0.565949730648493,0.0,0.0,0.0,0.0,0.088958113170955,0.651172414458185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2015835033119,0.0,0.787834410201896,0.87572004853431,0.850799428154119,0.0,0.0,0.0,0.539175724672298,0.784701045193244,0.0,0.0,0.0669338313715345,1.0047886797457037,0.0,0.0,9.48410788370865,0.0,13.63958585617487,0.0
MISCELLANEOUS FOODS - FROZEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
